tran_no,line_no,tran_date,fb_id,tran_currency,supp_code,Supplier Name,comments,expense_category,expense,usage,cost_center,Cost Center Desc,analysis_code,Analysis Desc,subanalysis_code,Sub Analsysi Desc,remarks,destn_fbid,destn_usage,UniqueId,,,
AEXP-007965-2018,1,12/06/2018,L017-NJEP,AUD,AS001690,ULTRA SHINE AVIATION,att: MARK WATTS,OVERHDS HIGH -TECH,NULL,AIRCRAFT CLEAN EXT,au-per,Perth - Location,CA401,Regional,st001,ST-Administration,NULL,NULL,NULL,11498,,,
AEXP-007966-2018,1,12/06/2018,L017-NJEP,AUD,AS000215,AEROCARE OPERATIONS PTY LTD,ATT S HARDY- Ferry flights May-18,OVERHDS HIGH-COMM,NULL,GROUND HANDLING,AU-PER,Perth - Location,CA401,Regional,ZZ999,ZZ-Default SAC code,Ferry flights May-18,NULL,NULL,11499,,,
AEXP-007967-2018,1,12/06/2018,L017-NJEP,USD,AS002366,TRIANGLE REGIONAL AIRCRART,ATT: PETER BROWN,OVERHDS HIGH -TECH,NULL,OTHER CREDITORS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11500,,,
AEXP-007968-2018,1,12/06/2018,L008-JSPL,AUD,AS000853,HOLIDAY INN SYDNEY AIRPORT,k clayson 05apr - rates confirmed in rostering email,OVERHDS LOW - OPS,Accom Sydney Qantas,DIR OH ACCOM - BASER,au-syd,Sydney - Location,ca201,Qantaslink 717,st301,ST-Pilot Trainers,NULL,NULL,NULL,11501,,,
AEXP-007969-2018,1,12/06/2018,L017-NJEP,AUD,AS000682,EMERGE ENGINEERING & MAINTENANCE,Attn: Sam Hardy - Water cart tyre repair,OVERHDS HIGH-COMM,NULL,DIR REPAIRS & MAINT,AU-PER,Perth - Location,CA401,Regional,ZZ999,ZZ-Default SAC code,Water cart tyre repair,NULL,NULL,11502,,,
AEXP-007970-2018,1,12/06/2018,L017-NJEP,AUD,AS000682,EMERGE ENGINEERING & MAINTENANCE,Attn: Sam Hardy - CASA07 stairs annual service,OVERHDS HIGH-COMM,NULL,DIR REPAIRS & MAINT,AU-PER,Perth - Location,CA401,Regional,ZZ999,ZZ-Default SAC code,CASA07 stairs annual service,NULL,NULL,11503,,,
AEXP-007971-2018,1,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA401,Regional,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11504,,,
AEXP-007971-2018,2,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA401,Regional,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11505,,,
AEXP-007971-2018,3,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA404,Chevron,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11506,,,
AEXP-007971-2018,4,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA404,Chevron,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11507,,,
AEXP-007971-2018,5,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA402,Ad-Hoc Charter,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11508,,,
AEXP-007971-2018,6,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA402,Ad-Hoc Charter,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11509,,,
AEXP-007971-2018,7,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA410,Minara,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11510,,,
AEXP-007971-2018,8,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA410,Minara,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11511,,,
AEXP-007971-2018,9,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA418,IGO,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11512,,,
AEXP-007971-2018,10,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA418,IGO,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11513,,,
AEXP-007971-2018,11,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA406,Gold Fields,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11514,,,
AEXP-007971-2018,12,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA406,Gold Fields,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11515,,,
AEXP-007971-2018,13,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA414,Billabong,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11516,,,
AEXP-007971-2018,14,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA414,Billabong,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11517,,,
AEXP-007971-2018,15,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA408,Karara,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11518,,,
AEXP-007971-2018,16,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA408,Karara,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11519,,,
AEXP-007971-2018,17,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA418,IGO,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11520,,,
AEXP-007971-2018,18,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA418,IGO,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11521,,,
AEXP-007971-2018,19,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA406,Gold Fields,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11522,,,
AEXP-007971-2018,20,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA406,Gold Fields,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11523,,,
AEXP-007971-2018,21,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA412,Northern Star,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11524,,,
AEXP-007971-2018,22,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA412,Northern Star,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11525,,,
AEXP-007971-2018,23,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA411,Westgold,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11526,,,
AEXP-007971-2018,24,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA411,Westgold,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11527,,,
AEXP-007971-2018,25,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA413,Blackham,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11528,,,
AEXP-007971-2018,26,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA413,Blackham,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11529,,,
AEXP-007971-2018,27,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA417,Dacian Gold,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11530,,,
AEXP-007971-2018,28,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA417,Dacian Gold,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11531,,,
AEXP-007971-2018,29,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA406,Gold Fields,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11532,,,
AEXP-007971-2018,30,12/06/2018,L017-NJEP,AUD,AS001272,PERTH INFLIGHT CATERING,NULL,OVERHDS HIGH-COMM,Catering,CATERING DIRECT,AU-PER,Perth - Location,CA406,Gold Fields,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,11533,,,
AEXP-007972-2018,1,12/06/2018,L025-CSAR,AUD,AS002578,TRACPLUS,Attn Peter Baldassari,OVERHDS HIGH-SPL MIS,Terminal/Usercode Monthly Fees Apr 18,MAINT RMSP PAYMTS,VH-XNC,VH-XNC CL604 - Tail,CA102,AMSA,ZZ999,ZZ-Default SAC code,Terminal/Usercode Monthly Fees Apr 18,NULL,NULL,11534,,,
AEXP-007972-2018,2,12/06/2018,L025-CSAR,AUD,AS002578,TRACPLUS,Attn Peter Baldassari,OVERHDS HIGH-SPL MIS,Terminal/Usercode Monthly Fees Apr 18,MAINT RMSP PAYMTS,VH-XND,VH-XND CL604 - Tail,CA102,AMSA,ZZ999,ZZ-Default SAC code,Terminal/Usercode Monthly Fees Apr 18,NULL,NULL,11535,,,
AEXP-007972-2018,3,12/06/2018,L025-CSAR,AUD,AS002578,TRACPLUS,Attn Peter Baldassari,OVERHDS HIGH-SPL MIS,Terminal/Usercode Monthly Fees Apr 18,MAINT RMSP PAYMTS,VH-XNE,VH-XNE CL604 - Tail,CA102,AMSA,ZZ999,ZZ-Default SAC code,Terminal/Usercode Monthly Fees Apr 18,NULL,NULL,11536,,,
AEXP-007972-2018,4,12/06/2018,L025-CSAR,AUD,AS002578,TRACPLUS,Attn Peter Baldassari,OVERHDS HIGH-SPL MIS,Terminal/Usercode Monthly Fees Apr 18,MAINT RMSP PAYMTS,VH-XNF,VH-XNF CL604 - Tail,CA102,AMSA,ZZ999,ZZ-Default SAC code,Terminal/Usercode Monthly Fees Apr 18,NULL,NULL,11537,,,
AEXP-007973-2018,1,12/06/2018,L017-NJEP,AUD,AS000682,EMERGE ENGINEERING & MAINTENANCE,Attn: Sam Hardy - Waste cart blockage repair,OVERHDS HIGH-COMM,NULL,DIR REPAIRS & MAINT,AU-PER,Perth - Location,CA401,Regional,ZZ999,ZZ-Default SAC code,Waste cart blockage repair,NULL,NULL,11538,,,
AEXP-007974-2018,1,12/06/2018,L008-JSPL,AUD,AS000853,HOLIDAY INN SYDNEY AIRPORT,g wright 05apr rate confirmed in rostering email,OVERHDS LOW - OPS,Accom Sydney Qantas,DIR OH ACCOM - BASER,au-syd,Sydney - Location,ca201,Qantaslink 717,st302,ST-Captains,NULL,NULL,NULL,11539,,,
AEXP-007975-2018,1,12/06/2018,L018-NJSP,AUD,AS002622,SWIFT EXPRESS,ATT: WADE ALLEN,OVERHDS HIGH -TECH,Freight,FREIGHT AND CARRIAGE,AU-BNE,Brisbane - Location,ZA003,Apportionment,ST001,ST-Administration,NULL,NULL,NULL,11540,,,
AEXP-007976-2018,1,12/06/2018,L018-NJSP,AUD,AS000565,THE INFORMATION MANAGEMENT GROUP PTY LTD,Attn: Eric Dale,OVERHDS HIGH - FIN,NULL,IND STATIONERY,AU-999,Australia Default Location,DA151,Commercial,ST001,ST-Administration,NULL,NULL,NULL,11541,,,
AEXP-007977-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,R. JACKSON 01-03/06,OVERHDS LOW - OPS,NULL,DIR OH ACCOM,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST302,ST-Captains,NULL,NULL,NULL,11542,,,
AEXP-007977-2018,2,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,R. JACKSON 01-03/06,OVERHDS LOW - OPS,NULL,DIR MEALS - TRAVEL,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST302,ST-Captains,NULL,NULL,NULL,11543,,,
AEXP-007978-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,A. PADIGAGA 01-03/06 + MEALS,OVERHDS LOW - OPS,NULL,DIR OH ACCOM,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST352,ST-Flight Attendants,NULL,NULL,NULL,11544,,,
AEXP-007978-2018,2,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,A. PADIGAGA 01-03/06 + MEALS,OVERHDS LOW - OPS,NULL,DIR MEALS - TRAVEL,PG-TBG,Tabubil - Location,CA351,Ok Tedi,ST352,ST-Flight Attendants,NULL,NULL,NULL,11545,,,
AEXP-007979-2018,1,12/06/2018,L008-JSPL,AUD,AS000887,ISS FACILITY SERVICES AUSTRALIA LTD,ATTN KEN DOLAN JUNE 2018 TERMINAL CLEANING PER,OVERHDS HIGH -TECH,NULL,DIR CLEANING,AU-PER,Perth - Location,ZA003,Apportionment,FM005,Services,JUNE 2018 TERMINAL CLEANING PER,NULL,NULL,11546,,,
AEXP-007980-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,A. TAWORA 01/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11547,,,
AEXP-007981-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,J. DUCKWORTH 01/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11548,,,
AEXP-007982-2018,1,12/06/2018,L025-CSAR,AUD,AS000392,CAIRNS NATURAL SPRING WATER,Attn Peter Winship,OVERHDS HIGH-SPL MIS,Monthly rental CNSW 6/6 - 6/7/18,DIR STAFF AMENITY,AU-CNS,Cairns - Location,CA102,AMSA,ZZ999,ZZ-Default SAC code,Monthly rental CNSW 6/6 - 6/7/18,NULL,NULL,11549,,,
AEXP-007983-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,S. PARK 01/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11550,,,
AEXP-007984-2018,1,12/06/2018,L009-CASE,AUD,AS000392,CAIRNS NATURAL SPRING WATER,Attn Peter Winship,OVERHDS HIGH-SPL MIS,Monthly rental CNSW June 18 Hangar 4,DIR STAFF AMENITY,AU-CNS,Cairns - Location,DA500,Engineering,ST999,ST-Default SAC,Monthly rental CNSW June 18 Hangar 4,NULL,NULL,11551,,,
AEXP-007985-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,M. HAMPTON 02/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11552,,,
AEXP-007986-2018,1,12/06/2018,L025-CSAR,AUD,AS000392,CAIRNS NATURAL SPRING WATER,Attn Peter Winship,OVERHDS HIGH-SPL MIS,A15 Water,DIR STAFF AMENITY,AU-CNS,Cairns - Location,CA102,AMSA,ZZ999,ZZ-Default SAC code,A15 Water,NULL,NULL,11553,,,
AEXP-007986-2018,2,12/06/2018,L025-CSAR,AUD,AS000392,CAIRNS NATURAL SPRING WATER,Attn Peter Winship,OVERHDS HIGH-SPL MIS,A 600ml Carton,CATERING DIRECT,AU-CNS,Cairns - Location,CA102,AMSA,ZZ999,ZZ-Default SAC code,A 600ml Carton,NULL,NULL,11554,,,
AEXP-007987-2018,1,12/06/2018,L008-JSPL,AUD,AS001090,MANTRA ON QUEEN,g fatchen 31may,OVERHDS LOW - OPS,Accom Brisbane Qantas,DIR OH ACCOM - BASER,au-bne,Brisbane - Location,ca201,Qantaslink 717,st302,ST-Captains,NULL,NULL,NULL,11555,,,
AEXP-007988-2018,1,12/06/2018,L008-JSPL,AUD,AS000806,HILTON ADELAIDE,m rodriguez 02jun + late c.out,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,au-adl,Adelaide - Location,ca201,Qantaslink 717,st302,ST-Captains,NULL,NULL,NULL,11556,,,
AEXP-007989-2018,1,12/06/2018,L017-NJEP,USD,AS002366,TRIANGLE REGIONAL AIRCRART,ATT: PETER BROWN,OVERHDS HIGH -TECH,NULL,OTHER CREDITORS,NULL,NULL,NULL,NULL,NULL,NULL,IN REPAIRS ENGINE LEASE JUL 18,NULL,NULL,11557,,,
AEXP-007990-2018,1,12/06/2018,L008-JSPL,AUD,AS000806,HILTON ADELAIDE,p haggerty 02jun + late c/out,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,au-adl,Adelaide - Location,ca201,Qantaslink 717,st302,ST-Captains,NULL,NULL,NULL,11558,,,
AEXP-007991-2018,1,12/06/2018,L018-NJSP,AUD,AS000948,J2 GLOBAL ANZ LIMITED,ATT V SAKIBANDA - MONTLY FEE MAY,OVERHDS HIGH- OPS,NULL,DIR NETWORK,AU-ADL,Adelaide - Location,ZA003,Apportionment,st001,ST-Administration,MONTLY FEE MAY,NULL,NULL,11559,,,
AEXP-007992-2018,1,12/06/2018,L008-JSPL,AUD,AS000806,HILTON ADELAIDE,p gadsdon 02jun plus late c.out,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,au-adl,Adelaide - Location,ca201,Qantaslink 717,st302,ST-Captains,NULL,NULL,NULL,11560,,,
AEXP-007993-2018,1,12/06/2018,L017-NJEP,USD,AS002366,TRIANGLE REGIONAL AIRCRART,ATT: PETER BROWN,OVERHDS HIGH -TECH,NULL,OTHER CREDITORS,NULL,NULL,NULL,NULL,NULL,NULL,NJW ENGINE LEASE JUL18,NULL,NULL,11561,,,
AEXP-007994-2018,1,12/06/2018,L008-JSPL,AUD,AS000806,HILTON ADELAIDE,r baker 02jun + late cout,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,au-adl,Adelaide - Location,ca201,Qantaslink 717,st302,ST-Captains,NULL,NULL,NULL,11562,,,
AEXP-007995-2018,1,12/06/2018,L017-NJEP,USD,AS002366,TRIANGLE REGIONAL AIRCRART,ATT: PETER BROWN,OVERHDS HIGH -TECH,NULL,OTHER CREDITORS,NULL,NULL,NULL,NULL,NULL,NULL,NJP ENGINE LEASE JUL18,NULL,NULL,11563,,,
AEXP-007996-2018,1,12/06/2018,L017-NJEP,USD,AS002366,TRIANGLE REGIONAL AIRCRART,ATT: PETER BROWN,OVERHDS HIGH -TECH,NULL,OTHER CREDITORS,NULL,NULL,NULL,NULL,NULL,NULL,NJP ENGINE LEASE JUL18,NULL,NULL,11564,,,
AEXP-007997-2018,1,12/06/2018,L008-JSPL,AUD,AS000853,HOLIDAY INN SYDNEY AIRPORT,e purdon 02jun,OVERHDS LOW - OPS,Accom Sydney Qantas,DIR OH ACCOM - BASER,au-syd,Sydney - Location,ca201,Qantaslink 717,st302,ST-Captains,NULL,NULL,NULL,11565,,,
AEXP-007998-2018,1,12/06/2018,L008-JSPL,AUD,AS000853,HOLIDAY INN SYDNEY AIRPORT,e brown 01jun,OVERHDS LOW - OPS,Accom Sydney Qantas,DIR OH ACCOM - BASER,au-syd,Sydney - Location,ca201,Qantaslink 717,st302,ST-Captains,NULL,NULL,NULL,11566,,,
AEXP-008000-2018,1,12/06/2018,L008-JSPL,AUD,AS000853,HOLIDAY INN SYDNEY AIRPORT,l akamotakis 02jun,OVERHDS LOW - OPS,Accom Sydney Qantas,DIR OH ACCOM - BASER,AU-SYD,Sydney - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11567,,,
AEXP-008001-2018,1,12/06/2018,L008-JSPL,AUD,AS000853,HOLIDAY INN SYDNEY AIRPORT,G HUTCHINSON 01JUN,OVERHDS LOW - OPS,Accom Sydney Qantas,DIR OH ACCOM - BASER,AU-SYD,Sydney - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11568,,,
AEXP-008002-2018,1,12/06/2018,L008-JSPL,AUD,AS000392,CAIRNS NATURAL SPRING WATER,Attn Peter Winship,OVERHDS HIGH-SPL MIS,A-15 Water,DIR STAFF AMENITY,AU-CNS,Cairns - Location,DA500,Engineering,ST999,ST-Default SAC,A-15 Water,NULL,NULL,11569,,,
AEXP-008002-2018,2,12/06/2018,L008-JSPL,AUD,AS000392,CAIRNS NATURAL SPRING WATER,Attn Peter Winship,OVERHDS HIGH-SPL MIS,A-600ml Carton,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,A-600ml Carton,NULL,NULL,11570,,,
AEXP-008003-2018,1,12/06/2018,L018-NJSP,AUD,AS000543,DAIRY DIRECT PTY LTD,ATTN JEFF BISHOP W/E 10/6 MILK ADL,OVERHDS HIGH -TECH,NULL,DIR STAFF AMENITY,AU-ADL,Adelaide - Location,ZA003,Apportionment,ST001,ST-Administration,W/E 10/6 MILK ADL,NULL,NULL,11571,,,
AEXP-008004-2018,1,12/06/2018,L017-NJEP,AUD,AS000475,WATERLOGIC AUSTRALIA PTY LTD,Attn: Ken Dolan,OVERHDS HIGH -TECH,NULL,HIRE - GSE,AU-PER,Perth - Location,CA401,Regional,ST001,ST-Administration,NULL,NULL,NULL,11572,,,
AEXP-008005-2018,1,12/06/2018,L009-CASE,AUD,AS002646,GLOBAL AIRCRAFT SERVICES,ATT: TRENT SKAROTT,OVERHDS HIGH -TECH,NULL,DIR LABOUR HIREADMIN,AU-CNS,Cairns - Location,DA502,Line Maintenance,ST001,ST-Administration,EASTERN BASE SUPPORT,NULL,NULL,11573,,,
AEXP-008005-2018,2,12/06/2018,L009-CASE,AUD,AS002646,GLOBAL AIRCRAFT SERVICES,ATT: TRENT SKAROTT,OVERHDS HIGH -TECH,NULL,DIR LABOUR HIREADMIN,AU-BNE,Brisbane - Location,DA502,Line Maintenance,ST001,ST-Administration,EASTERN BASE SUPPORT,NULL,NULL,11574,,,
AEXP-008006-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,j. watson 02/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11575,,,
AEXP-008007-2018,1,12/06/2018,L009-CASE,AUD,AS000279,BOC LIMITED,ATTN ADAM BECKEL 033jehp x 2,OVERHDS HIGH -TECH,NULL,BASE SUPPLIES & CONS,AU-ADL,Adelaide - Location,DA501,Heavy Maintenance,ZZ999,ZZ-Default SAC code,033jehp x 2,NULL,NULL,11576,,,
AEXP-008008-2018,1,12/06/2018,L018-NJSP,AUD,AS001705,VECTRA CORPORATION LIMITED,Attn: V. Sakibanda - PO 206398,OVERHDS HIGH- OPS,NULL,DIR HARDWARE MAINT,AU-ADL,Adelaide - Location,ZA003,Apportionment,ST001,ST-Administration,PO 206398,NULL,NULL,11577,,,
AEXP-008009-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,J. READ 02/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11578,,,
AEXP-008010-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,R. SMITH 03/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11579,,,
AEXP-008011-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,J. BYRNE 03/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11580,,,
AEXP-008012-2018,1,12/06/2018,L008-JSPL,AUD,AS001375,QUEST MACKAY ON GORDON,CREW - 4 X CREW Cancelation fee,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-CNS,Cairns - Location,CA101,SAPL,ST302,ST-Captains,CREW - 4 X CREW Cancellation fee (approved Peter Winship TMS 109054,NULL,NULL,11581,,,
AEXP-008012-2018,2,12/06/2018,L008-JSPL,AUD,AS001375,QUEST MACKAY ON GORDON,CREW - 4 X CREW Cancelation fee,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-CNS,Cairns - Location,CA101,SAPL,ST323,ST-Observers DM,CREW - 4 X CREW Cancellation fee (approved Peter Winship TMS 109054,NULL,NULL,11582,,,
AEXP-008013-2018,1,12/06/2018,L008-JSPL,AUD,AS001093,MANTRA TRILOGY,M. FULTON 03/06,OVERHDS LOW - OPS,Accom Cairns Qantas,DIR OH ACCOM - BASER,AU-CNS,Cairns - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11583,,,
AEXP-008014-2018,1,12/06/2018,L008-JSPL,AUD,AS001243,OAKS BROOME,E CARVER 14MAY 1 VBDR,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-BME,Broome - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,11584,,,
