fb_id,tran_no,tran_date,supp_code,usage,remarks,cost_center,analysis_code,subanalysis_code,
CORCOMFB,CO33APIN/1180/19,31-Jul-18,S02797,EXP_SAFEWAY,"Safeway Travels/Inv no.6152,dt.18/06/2018/twrds car hire charges for local travel byMR NITIN KATYAL",ADM,,,
CORCOMFB,CO33APIN/1181/19,31-Jul-18,S02797,EXP_SAFEWAY,"Safeway Travels/Inv no.6166,dt.21/06/2018/twrds car hire charges for local travel byMR RAGAVENDRA TRIP",CEO,,,
CORCOMFB,CO33APIN/1182/19,31-Jul-18,S02797,EXP_SAFEWAY,"Safeway Travels/Inv no.6169,dt.21/06/2018/twrds car hire charges for local travel byMS ARPITA REDDY",ADM,,,
CORCOMFB,CO33APIN/1183/19,31-Jul-18,S02797,EXP_SAFEWAY,"Safeway Travels/Inv no.6172,dt.22/06/2018/twrds car hire charges for local travel byMR SUBRAMANIAM-POOJARI",FIN,,,
CORCOMFB,CO33APIN/1184/19,31-Jul-18,S02797,EXP_SAFEWAY,"Safeway Travels/Inv no.6175,dt.22/06/2018/twrds car hire charges for local travel byMS ARPITHA REDDY",ADM,,,
CORCOMFB,CO33APIN/1185/19,31-Jul-18,S02797,EXP_SAFEWAY,"Safeway Travels/Inv no.6176,dt.22/06/2018/twrds car hire charges for local travel byMS ARPITHA REDDY",ADM,,,
CORCOMFB,CO33APIN/1186/19,31-Jul-18,S02797,EXP_SAFEWAY,"Safeway Travels/Inv no.6177,dt.22/06/2018/twrds car hire charges for local travel byMR RAGAVENDRA TRIP",CEO,,,
CORCOMFB,CO33APIN/1187/19,31-Jul-18,S02797,EXP_SAFEWAY,"Safeway Travels/Inv no.6180,dt.23/06/2018/twrds car hire charges for local travel byMR NITIN KATYAL",ADM,,,
CORCOMFB,CO33APIN/1188/19,31-Jul-18,S02797,EXP_SAFEWAY,"Safeway Travels/Inv no.6183,dt.25/06/2018/twrds car hire charges for local travel byMR.RANJAN TAYAL",CEO,,,
CORCOMFB,CO33APIN/1189/19,31-Jul-18,S02797,EXP_SAFEWAY,"Safeway Travels/Inv no.6201,dt.28/06/2018/twrds car hire charges for local travel byMR RAGAVENDRA TRIP",CEO,,,
CORCOMFB,CO33APIN/1190/19,31-Jul-18,S02797,EXP_SAFEWAY,"Safeway Travels/Inv no.6202,dt.28/06/2018/twrds car hire charges for local travel byMR NITIN KATYAL",ADM,,,
CORCOMFB,CO33APIN/1191/19,31-Jul-18,S02797,EXP_SAFEWAY,"Safeway Travels/Inv no.6206,dt.28/06/2018/twrds car hire charges for local travel byMR RAGAVENDRA TRIP",CEO,,,
CORCOMFB,CO33APIN/1192/19,31-Jul-18,S02797,EXP_SAFEWAY,"Safeway Travels/Inv no.6207,dt.29/06/2018/twrds car hire charges for local travel byMR SURAMANIAM-POOJARI",FIN,,,
CORCOMFB,CO33APIN/1193/19,30-Jul-18,S03657,21010-0003,Culminant Outlook / Inv no 461 dt 04.07.2018 / CHN/ Twrds placement charge for Babu Ashokan @8.33% on 7.75lacs,HRD,,,
CORCOMFB,CO33APIN/1194/19,23-Jul-18,S00133,19184-0001,"DHL Express (India) Pvt.ltd/Inv No.TNS000056213, Dt.13.07.2018/CHN/Twds Courier charges  incurred from 02.07.2018 -10.07.2018 at Chennai Adyar Office.",FIN,,,
CORCOMFB,CO33APIN/1194/19,23-Jul-18,S00133,19184-0001,"DHL Express (India) Pvt.ltd/Inv No.TNS000056213, Dt.13.07.2018/CHN/Twds Courier charges  incurred from 02.07.2018 -10.07.2018 at Chennai Adyar Office.",HRD,,,
CORCOMFB,CO33APIN/1195/19,26-Jul-18,S03129,19096-0004,Jeeva Water Supply/Inv No.299/Dt.18.07.2018/ 01.07.2018 - 15.07.2018/Twds Tanker lorry  water charges for the period - 19 loads*Rs.2400 p.l.,ADM,,,
CORCOMFB,CO33APIN/1196/19,27-Jul-18,S03298,26015-0001,"Newsmen Associates Limited/Inv.No.CHEMAB080902066, Dt.26.07.2018/Towards notice (TAMIL) of Board Meeting- Q1 -2017-18 to be held on 02.08.2018.",FIN,,,
CORCOMFB,CO33APIN/1197/19,25-Jul-18,S02661,19041-0001,"LETTER PRESS/INV NO.117/2018,DT.17.07.18/TWDS PRINTING CHARGES FOR POB Certificates S/S metalic -63 NOS @ RS.45/-and HCM Certificate D/S metalic 9NOS @ Rs.90 PER.",ADM,,,
CORCOMFB,CO33APIN/1198/19,30-Jul-18,S02860,19041-0009,L.S.Graphic Prints/Inv no.GST/0014/18-19/Dt.24/07/2017/Twds Printing of Anual report 2017-18 90gsm Maplitho Paper with single colour printing 3750nos@Rs.107.87/- & Printing of Envelopes & Letterhead 120gsm Maplitho Paper 4000nos @Rs.5.125/-,FIN,,,
CORCOMFB,CO33APIN/1198/19,30-Jul-18,S02860,19041-0009,L.S.Graphic Prints/Inv no.GST/0014/18-19/Dt.24/07/2017/Twds Printing of Anual report 2017-18 90gsm Maplitho Paper with single colour printing 3750nos@Rs.107.87/- & Printing of Envelopes & Letterhead 120gsm Maplitho Paper 4000nos @Rs.5.125/-.,FIN,,,
CORCOMFB,CO33APIN/1199/19,31-Jul-18,S03000,11088-0005,"A Govindaraj Appavunaidu (Ram Agencies)/Inv. No 076, Dt.23.07.2018/Towards purchase of Bisleri Water 250 ML 20 nos @ Rs.244.16 for office use.",ADM,,,
CORCOMFB,CO33APIN/1200/19,31-Jul-18,S03652,25058-0003,"Future world, Inv#ST04181900478,Dtd:17.05.18,Towards the charge of Apple USD multiple Adaptors for GMS team",GMS,,,
CORCOMFB,CO33APIN/1201/19,31-Jul-18,S03022,19096-0006,"Saravana Hardwares/Inv no.CR/857,dt.16.07.2018/CHN/Twrds purchase of painting materials for chennai office use.",ADM,,,
CORCOMFB,CO33APIN/1201/19,31-Jul-18,S03022,19096-0006,"Saravana Hardwares/Inv no.CR/857,dt.16.07.2018/CHN/Twrds purchase of painting materials for chennai office use.",ADM,,,
CORCOMFB,CO33APIN/1202/19,31-Jul-18,S02658,19096-0006,"Blue Spheres Ventures Private Limited/ Inv No. BSV/GST/2018-035, Dt. 04.06.2018/CHN/June 2018/Twrds rental  charges for automatic Combo refrigerated snack/beverage vending machine for the month.",ADM,,,
CORCOMFB,CO33APIN/1204/19,31-Jul-18,S02658,19096-0006,"Blue Spheres Ventures Private Limited/ Inv No. BSV/GST/2018-047, Dt. 02.07.2018/CHN/July 2018/Twrds rental  charges for automatic Combo refrigerated snack/beverage vending machine for the month.",ADM,,,
CORCOMFB,CO33APIN/1205/19,31-Jul-18,S03652,25058-0003,"Future world,Inv#ST04181900590,Dtd:28/05/18,Towards the charge of Power Adapter, 5S USB Cable and HDMI Interface for  MAC laptop purchased for CEO Office",CEO,,,
CORCOMFB,CO33APIN/1207/19,20-Jul-18,S03618,26004-0012,Keerthi Prasanth/Inv No.101-18/Dt.17.07.2018/Twrds professional charges for digital transmission- PPT(Rane)(Marketing -SPOC-Rachit)/Free Lancer.,GMS,GEN,GEN,
CORCOMFB,CO33APIN/1210/19,31-Jul-18,S02063,19020-0005,"Bharthi Airtel, Inv#174780808, Dtd:24.04.18, Towards the charge broadband connection for Auditor Jagadeesan from the period of 05.03.18 to 04.04.18",FIN,,,
CORCOMFB,CO33APIN/1211/19,31-Jul-18,S02063,19020-0005,"Bharthi Airtel, Inv#231420324, Dtd:24.04.18, Towards the charge broadband connection for Auditor Jagadeesan from the period of 05.05.18 to 04.06.18",FIN,,,
CORCOMFB,CO33APIN/1218/19,31-Jul-18,S00503,12034-0002,"Rajapalayam Mills Ltd/Inv no RMCLDI/0069/1819 dt 31.07.2018/CHN/Jul'18/Twds rent charges for Gust House at Krishna Towers Flat no.15 &18,for the month",ADM,,,
CORCOMFB,CO33APRC/0073/19,30-Jul-18,S02910,26004-0012,Linkedin Singapore Pte. Ltd/ inv no. 51110077208 dt.05.06.18/ May'18/Contract Line 10006383/Order no. CS3437802-17/Twrds Sponsored Content - Customer Managed Delivery -$26174.84 @69.15~nil wht opinion,GMS,GEN,GEN,
CORCOMFB,CO33APRC/0074/19,30-Jul-18,S02910,26004-0012,Linkedin Singapore Pte. Ltd/ inv no. 51110072529 dt.03.05.18/CHN/Apr'18/Twrds Sponsored Content - Customer Managed Delivery-$40081.31 @69.15~nil wht opinion,GMS,GEN,GEN,
CORCOMFB,CO33APRC/0078/19,23-Jul-18,S02951,64075-0003,"Information Commissioner office,Ref#A8339325,Dtd:25.05.18,Towards the charge of Data Protection Officer certificate fee paid from the period of 24.05.18 To 23.05.10 paid by anand credit card on 24.05.18",,,,
CORCOMFB,CO33APRC/0083/19,16-Jul-18,S03130,24080-0001,"Robin Thomas/Inv dt.30.06.2018/Twrds Legal charges for matters related to Deepesh Sathe;Charges for -Holding conference;Attending M.I.D.C police station,Andheri East and Land lord on 13th March,17th March and on various dates in April 2018.",HRD,GEN,gen,
CORCOMFB,CO33APRC/0092/19,31-Jul-18,S03617,24080-0001,"Priti Suri & Associates/Inv no.PSA/2018-19/080, dt.27.07.2018/CHN/Twds LEGAL SERVICES charges for the period from 16-Jun-18 to 30-Jun-18.",FIN,GEN,GEN,
CORCOMFB,CO33TRIN/0108/19,12-Jul-18,S00532,CONV5_GST,"Shanthi Cabs India, Inv#GS/1293,Dtd:06.07.2018,Towards the charge of Ec-4684,Balasubramanian travel to Madurai /4684/2018/004/DOM",FIN,,,
CORCOMFB,CO33TRIN/0109/19,12-Jul-18,S00192,FCM_FOR_TRV_FARE,"10502 - Virender Aggarwal, Travel to  MAA-SIN , dt - 27/06/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0121185, dt - 25/06/2018",CEO,,,
CORCOMFB,CO33TRIN/0109/19,12-Jul-18,S00192,FCM_FOR_TRV_FARE_GST,"10502 - Virender Aggarwal, Travel to  MAA-SIN , dt - 27/06/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0121185, dt - 25/06/2018",CEO,,,
CORCOMFB,CO33TRIN/0110/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE,"10502 - Virender Aggarwal, Travel to  SIN-MAA , dt - 25/06/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0120876, dt - 23/06/2018",CEO,,,
CORCOMFB,CO33TRIN/0110/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE_GST,"10502 - Virender Aggarwal, Travel to  SIN-MAA , dt - 25/06/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0120876, dt - 23/06/2018",CEO,,,
CORCOMFB,CO33TRIN/0111/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE,"10502 - Virender Aggarwal, Travel to  BOM-SIN , dt - 06/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0124304, dt - 28/06/2018",CEO,,,
CORCOMFB,CO33TRIN/0111/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE_GST,"10502 - Virender Aggarwal, Travel to  BOM-SIN , dt - 06/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0124304, dt - 28/06/2018",CEO,,,
CORCOMFB,CO33TRIN/0112/19,23-Jul-18,S00238,ITH_DOM_TRV_FARE,"12796 - Bhuvan Mathur, Travel to  DEL-MAA , dt - 10/06/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718014400, dt - 06/06/2018",15C108CO,,,
CORCOMFB,CO33TRIN/0112/19,23-Jul-18,S00238,ITH_DOM_TRV_FARE_GST,"12796 - Bhuvan Mathur, Travel to  DEL-MAA , dt - 10/06/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718014400, dt - 06/06/2018",15C108CO,,,
CORCOMFB,CO33TRIN/0113/19,23-Jul-18,S00238,ITH_DOM_TRV_FARE,"12796 - Bhuvan Mathur, Travel to  MAA-DEL , dt - 07/06/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718014476, dt - 07/06/2018",15C108CO,,,
CORCOMFB,CO33TRIN/0113/19,23-Jul-18,S00238,ITH_DOM_TRV_FARE_GST,"12796 - Bhuvan Mathur, Travel to  MAA-DEL , dt - 07/06/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718014476, dt - 07/06/2018",15C108CO,,,
CORCOMFB,CO33TRIN/0118/19,30-Jul-18,S00369,COMM9_GST,"11998 - Nitin Katyal, Travel to   , dt - 14/05/2018 , Matrix Cellular International Services Ltd Invoice No.  - TMLY13319N1755, dt - 04/06/2018",ADM,,,
CORCOMFB,CO33TRIN/0119/19,30-Jul-18,S00369,COMM9_GST,"11944 - Maheshwara Rao V, Travel to   , dt - 06/06/2018 , Matrix Cellular International Services Ltd Invoice No.  - TMLY13319N2364, dt - 25/06/2018",fin,,,
CORCOMFB,CO33TRIN/0120/19,30-Jul-18,S00238,ITH_DOM_TRV_FARE,"11998 - Nitin Katyal, Travel to  MAA-BOM , dt - 05/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718019383, dt - 30/06/2018",ADM,,,
CORCOMFB,CO33TRIN/0120/19,30-Jul-18,S00238,ITH_DOM_TRV_FARE_GST,"11998 - Nitin Katyal, Travel to  MAA-BOM , dt - 05/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718019383, dt - 30/06/2018",ADM,,,
CORCOMFB,CO33TRIN/0121/19,30-Jul-18,S00238,ITH_DOM_TRV_FARE,"11998 - Nitin Katyal, Travel to  BOM-MAA , dt - 06/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718019384, dt - 30/06/2018",ADM,,,
CORCOMFB,CO33TRIN/0121/19,30-Jul-18,S00238,ITH_DOM_TRV_FARE_GST,"11998 - Nitin Katyal, Travel to  BOM-MAA , dt - 06/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718019384, dt - 30/06/2018",ADM,,,
CORCOMFB,CO33TRIN/0122/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE,"10502 - Virender Aggarwal, Travel to  PNQ-BOM , dt - 04/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0126935, dt - 02/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0122/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE_GST,"10502 - Virender Aggarwal, Travel to  PNQ-BOM , dt - 04/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0126935, dt - 02/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0123/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE,"10502 - Virender Aggarwal, Travel to  MAA-PNQ , dt - 03/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0126815, dt - 02/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0123/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE_GST,"10502 - Virender Aggarwal, Travel to  MAA-PNQ , dt - 03/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0126815, dt - 02/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0124/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE,"10543 - Ranjan Tayal, Travel to  DEL-MAA , dt - 08/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0127091, dt - 02/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0124/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE_GST,"10543 - Ranjan Tayal, Travel to  DEL-MAA , dt - 08/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0127091, dt - 02/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0125/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE,"10543 - Ranjan Tayal, Travel to  MAA-DEL , dt - 13/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0127092, dt - 02/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0125/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE_GST,"10543 - Ranjan Tayal, Travel to  MAA-DEL , dt - 13/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0127092, dt - 02/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0126/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE,"10543 - Ranjan Tayal, Travel to  BOM-DEL , dt - 05/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0126841, dt - 02/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0126/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE_GST,"10543 - Ranjan Tayal, Travel to  BOM-DEL , dt - 05/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0126841, dt - 02/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0127/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE,"10543 - Ranjan Tayal, Travel to  DEL-BOM , dt - 04/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0126840, dt - 02/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0127/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE_GST,"10543 - Ranjan Tayal, Travel to  DEL-BOM , dt - 04/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0126840, dt - 02/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0128/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE,"10543 - Ranjan Tayal, Travel to  MAA-IXM , dt - 10/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0130782, dt - 06/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0128/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE_GST,"10543 - Ranjan Tayal, Travel to  MAA-IXM , dt - 10/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0130782, dt - 06/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0129/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE,"10543 - Ranjan Tayal, Travel to  IXM-MAA , dt - 11/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0130846, dt - 06/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0129/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE_GST,"10543 - Ranjan Tayal, Travel to  IXM-MAA , dt - 11/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0130846, dt - 06/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0130/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE,"12565 - Rachit Mardia, Travel to  MAA-DEL , dt - 11/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0134074, dt - 10/07/2018",GMS,,,
CORCOMFB,CO33TRIN/0130/19,30-Jul-18,S00192,FCM_DOM_TRV_FARE_GST,"12565 - Rachit Mardia, Travel to  MAA-DEL , dt - 11/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0134074, dt - 10/07/2018",GMS,,,
CORCOMFB,CO33TRIN/0131/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE,"4724 - Ravi Kula Chandran R, Travel to  BOM-MAA , dt - 05/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718020020, dt - 03/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0131/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE_GST,"4724 - Ravi Kula Chandran R, Travel to  BOM-MAA , dt - 05/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718020020, dt - 03/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0132/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE,"4724 - Ravi Kula Chandran R, Travel to  MAA-BOM , dt - 04/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718020019, dt - 03/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0132/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE_GST,"4724 - Ravi Kula Chandran R, Travel to  MAA-BOM , dt - 04/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718020019, dt - 03/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0133/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE,"4684 - Balasubramanian K, Travel to  IXM-MAA , dt - 17/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718021367, dt - 10/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0133/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE_GST,"4684 - Balasubramanian K, Travel to  IXM-MAA , dt - 17/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718021367, dt - 10/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0134/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE,"4684 - Balasubramanian K, Travel to  MAA-IXM-MAA , dt - 17/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718021391, dt - 10/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0134/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE_GST,"4684 - Balasubramanian K, Travel to  MAA-IXM-MAA , dt - 17/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718021391, dt - 10/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0135/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE,"4684 - Balasubramanian K, Travel to  MAA-IXM , dt - 16/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718021358, dt - 10/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0135/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE_GST,"4684 - Balasubramanian K, Travel to  MAA-IXM , dt - 16/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718021358, dt - 10/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0136/19,31-Jul-18,S00238,ITH_FOR_TRV_FARE,"12973 - Gopinath A B, Travel to  MAA-KUL , dt - 17/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718021843, dt - 12/07/2018",HRD,,,
CORCOMFB,CO33TRIN/0136/19,31-Jul-18,S00238,ITH_FOR_TRV_FARE_GST,"12973 - Gopinath A B, Travel to  MAA-KUL , dt - 17/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718021843, dt - 12/07/2018",HRD,,,
CORCOMFB,CO33TRIN/0137/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE,"4684 - Balasubramanian K, Travel to  IXM-MAA , dt - 17/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718022000, dt - 13/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0137/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE_GST,"4684 - Balasubramanian K, Travel to  IXM-MAA , dt - 17/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718022000, dt - 13/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0138/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE,"11689 - Sridhar R, Travel to  IXM-MAA , dt - 03/08/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718022495, dt - 16/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0138/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE_GST,"11689 - Sridhar R, Travel to  IXM-MAA , dt - 03/08/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718022495, dt - 16/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0139/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE,"11689 - Sridhar R, Travel to  MAA-IXM , dt - 01/08/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718022494, dt - 16/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0139/19,31-Jul-18,S00238,ITH_DOM_TRV_FARE_GST,"11689 - Sridhar R, Travel to  MAA-IXM , dt - 01/08/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718022494, dt - 16/07/2018",FIN,,,
CORCOMFB,CO33TRIN/0140/19,31-Jul-18,S00238,ITH_FOR_TRV_FARE,"12973 - Gopinath A B, Travel to  MAA-KUL , dt - 22/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718023119, dt - 18/07/2018",HRD,,,
CORCOMFB,CO33TRIN/0141/19,31-Jul-18,S00238,ITH_FOR_TRV_FARE,"10867 - Prakash R, Travel to  MAA-BKK-MNL , dt - 24/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718023190, dt - 19/07/2018",GMS,,,
CORCOMFB,CO33TRIN/0141/19,31-Jul-18,S00238,ITH_FOR_TRV_FARE_GST,"10867 - Prakash R, Travel to  MAA-BKK-MNL , dt - 24/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718023190, dt - 19/07/2018",GMS,,,
CORCOMFB,CO33TRIN/0142/19,31-Jul-18,S00238,ITH_FOR_TRV_FARE,"10867 - Prakash R, Travel to  MNL-KUL-MAA , dt - 27/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718023194, dt - 19/07/2018",GMS,,,
CORCOMFB,CO33TRIN/0142/19,31-Jul-18,S00238,ITH_FOR_TRV_FARE_GST,"10867 - Prakash R, Travel to  MNL-KUL-MAA , dt - 27/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718023194, dt - 19/07/2018",GMS,,,
CORCOMFB,CO33TRIN/0143/19,31-Jul-18,S00238,ITH_FOR_TRV_FARE,"11998 - Nitin Katyal, Travel to  MAA-BOM-HKG-DEL-MAA , dt - 25/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718023904, dt - 22/07/2018",ADM,,,
CORCOMFB,CO33TRIN/0143/19,31-Jul-18,S00238,ITH_FOR_TRV_FARE_GST,"11998 - Nitin Katyal, Travel to  MAA-BOM-HKG-DEL-MAA , dt - 25/07/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718023904, dt - 22/07/2018",ADM,,,
CORCOMFB,CO33TRIN/0144/19,31-Jul-18,S00192,FCM_FOR_TRV_FARE,"10502 - Virender Aggarwal, Travel to  MAA-SIN , dt - 26/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0139257, dt - 17/07/2018",ceo,,,
CORCOMFB,CO33TRIN/0144/19,31-Jul-18,S00192,FCM_FOR_TRV_FARE_GST,"10502 - Virender Aggarwal, Travel to  MAA-SIN , dt - 26/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0139257, dt - 17/07/2018",ceo,,,
CORCOMFB,CO33TRIN/0145/19,31-Jul-18,S00192,FCM_DOM_TRV_FARE,"10543 - Ranjan Tayal, Travel to  DEL-MAA , dt - 22/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0139206, dt - 17/07/2018",CEO,,,
CORCOMFB,CO33TRIN/0145/19,31-Jul-18,S00192,FCM_DOM_TRV_FARE_GST,"10543 - Ranjan Tayal, Travel to  DEL-MAA , dt - 22/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0139206, dt - 17/07/2018",CEO,,,
